team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2021,CHI,CHI,Team Level,4on5,80,0.11,0.11,0.13,20539.0,51.68,4.82,2.55,6.97,1.48,16.66,37.5,4.74,4.82,4.74,60.0,10.0,5.0,75.0,2.0,1.0,1.0,7.0,0.0,12.0,48.0,58.0,68.0,8.0,16.0,157.0,74.0,47.0,56.0,51.0,13.0,6.0,1.7,1.55,1.57,0.0,1.0,1.0,75.0,70.0,70.0,52.0,0.57,0.23,0.23,5.17,5.17,5.14,327.37,39.78,28.63,69.23,10.84,200.38,105.13,37.38,39.78,37.38,337.0,117.0,169.0,623.0,48.0,33.0,8.0,55.0,8.0,174.0,136.0,289.0,406.0,14.0,28.0,181.0,37.0,13.0,42.0,326.0,72.0,56.0,8.26,8.82,22.7,12.0,8.0,28.0,623.0,454.0,454.0,6.0,7.24,9.16,8.93,38.09,38.09,36.52
CHI,2021,CHI,CHI,Team Level,5on4,80,0.88,0.85,0.83,23776.0,311.68,39.29,27.25,60.5,10.11,197.23,100.61,36.77,39.29,36.77,336.0,99.0,151.0,586.0,42.0,18.0,3.0,75.0,20.0,164.0,116.0,294.0,393.0,15.0,35.0,252.0,31.0,27.0,50.0,312.0,81.0,42.0,8.55,9.4,21.33,7.0,12.0,23.0,586.0,435.0,435.0,8.0,6.91,5.78,5.67,40.53,40.53,38.73,63.75,5.15,3.22,9.37,1.94,21.2,47.13,5.12,5.15,5.12,74.0,14.0,12.0,100.0,6.0,2.0,0.0,2.0,1.0,18.0,59.0,68.0,82.0,8.0,21.0,171.0,78.0,66.0,48.0,70.0,14.0,4.0,2.36,1.73,1.06,4.0,2.0,0.0,100.0,88.0,88.0,48.0,0.73,0.63,0.63,5.26,5.26,5.23
NYR,2021,NYR,NYR,Team Level,other,80,0.69,0.54,0.57,10195.0,154.91,38.93,10.78,27.21,5.07,77.22,52.77,34.81,38.93,34.81,161.0,51.0,47.0,259.0,34.0,17.0,3.0,25.0,8.0,61.0,67.0,127.0,178.0,6.0,12.0,110.0,35.0,27.0,26.0,102.0,53.0,57.0,3.94,6.44,28.55,6.0,8.0,20.0,259.0,212.0,212.0,11.0,3.08,5.92,5.92,36.09,36.09,33.56,117.1,17.41,8.62,21.54,3.9,65.49,45.04,16.65,17.41,16.65,120.0,42.0,63.0,225.0,16.0,5.0,2.0,12.0,7.0,53.0,69.0,104.0,146.0,8.0,16.0,109.0,23.0,27.0,22.0,96.0,44.0,22.0,3.94,5.23,8.25,4.0,4.0,8.0,225.0,162.0,162.0,7.0,2.39,1.71,1.71,18.09,18.09,17.53
NYR,2021,NYR,NYR,Team Level,all,80,0.51,0.48,0.48,291046.0,2306.1,234.29,160.3,520.8,75.03,1288.16,927.41,222.1,235.08,222.91,2332.0,874.0,968.0,4174.0,244.0,188.0,43.0,552.0,82.0,935.0,1205.0,2088.0,2962.0,275.0,609.0,1994.0,2058.0,601.0,686.0,2358.0,606.0,242.0,66.2,72.76,95.33,81.0,81.0,82.0,4198.73,3206.0,3221.79,357.0,35.4,46.59,46.59,223.09,224.02,216.49,2457.46,222.46,172.71,560.81,80.45,1385.67,1007.9,213.24,221.8,212.63,2469.0,961.0,1135.0,4565.0,198.0,203.0,36.0,486.0,75.0,1107.0,1361.0,2271.0,3232.0,261.0,583.0,2179.0,1754.0,560.0,666.0,2560.0,659.0,211.0,74.05,81.58,66.83,71.0,66.0,61.0,4549.66,3430.0,3418.07,331.0,37.69,40.96,41.03,219.12,218.44,213.28
NYR,2021,NYR,NYR,Team Level,5on5,80,0.47,0.47,0.47,240051.0,1760.09,143.69,117.89,416.18,57.24,988.9,727.1,139.35,144.49,140.15,1791.0,660.0,792.0,3243.0,154.0,133.0,29.0,453.0,59.0,696.0,956.0,1637.0,2297.0,248.0,552.0,1542.0,1921.0,494.0,554.0,1860.0,471.0,120.0,52.07,56.9,34.73,66.0,61.0,27.0,3267.73,2451.0,2466.79,305.0,24.26,30.69,30.69,137.26,138.18,136.2,1962.41,161.22,132.0,463.36,64.17,1097.54,814.71,156.14,160.55,155.53,1954.0,779.0,918.0,3651.0,143.0,159.0,30.0,400.0,57.0,863.0,1111.0,1811.0,2590.0,230.0,518.0,1671.0,1657.0,473.0,561.0,2072.0,528.0,133.0,59.82,65.67,35.72,55.0,56.0,32.0,3635.66,2733.0,2721.07,286.0,27.2,30.84,30.91,157.51,156.83,154.44
NYR,2021,NYR,NYR,Team Level,4on5,80,0.13,0.13,0.15,21234.0,60.9,5.76,3.16,8.71,1.82,19.14,42.42,5.7,5.76,5.7,63.0,18.0,12.0,93.0,6.0,3.0,0.0,6.0,2.0,10.0,54.0,57.0,75.0,6.0,12.0,159.0,79.0,53.0,38.0,54.0,20.0,7.0,1.69,2.36,1.71,2.0,2.0,2.0,93.0,81.0,81.0,36.0,0.72,0.22,0.22,6.25,6.25,6.24,324.61,39.91,29.6,68.19,10.75,205.11,108.45,36.54,39.91,36.54,340.0,122.0,144.0,606.0,37.0,37.0,4.0,72.0,10.0,175.0,131.0,303.0,425.0,14.0,28.0,224.0,23.0,17.0,50.0,332.0,78.0,52.0,8.59,9.51,21.81,11.0,6.0,20.0,606.0,462.0,462.0,7.0,7.52,8.35,8.35,39.08,39.08,36.86
NYR,2021,NYR,NYR,Team Level,5on4,80,0.92,0.87,0.86,19566.0,330.2,45.91,28.47,68.7,10.9,202.9,105.12,42.24,45.91,42.24,317.0,145.0,117.0,579.0,50.0,35.0,11.0,68.0,13.0,168.0,128.0,267.0,412.0,15.0,33.0,183.0,23.0,27.0,68.0,342.0,62.0,58.0,8.5,7.06,30.35,7.0,10.0,33.0,579.0,462.0,462.0,5.0,7.33,9.75,9.75,43.49,43.49,40.49,53.34,3.92,2.49,7.72,1.64,17.52,39.7,3.92,3.92,3.92,55.0,18.0,10.0,83.0,2.0,2.0,0.0,2.0,1.0,16.0,50.0,53.0,71.0,9.0,21.0,175.0,51.0,43.0,33.0,60.0,9.0,4.0,1.7,1.17,1.06,1.0,0.0,1.0,83.0,73.0,73.0,31.0,0.58,0.06,0.06,4.44,4.44,4.44
WPG,2021,WPG,WPG,Team Level,other,79,0.47,0.5,0.47,10536.0,141.31,33.07,9.61,25.05,4.8,70.0,52.47,31.94,33.07,31.94,152.0,43.0,76.0,271.0,34.0,10.0,3.0,25.0,5.0,56.0,65.0,118.0,161.0,13.0,26.0,116.0,40.0,25.0,30.0,92.0,60.0,43.0,3.53,7.66,21.88,4.0,9.0,21.0,271.0,195.0,195.0,22.0,2.69,3.07,3.07,32.7,32.7,31.75,158.18,36.65,11.23,27.42,5.06,80.24,56.41,34.72,36.65,34.72,157.0,60.0,56.0,273.0,34.0,13.0,3.0,26.0,3.0,75.0,66.0,123.0,183.0,6.0,12.0,129.0,39.0,35.0,30.0,99.0,61.0,57.0,4.09,7.1,25.46,2.0,7.0,25.0,273.0,217.0,217.0,16.0,3.2,4.64,4.64,35.21,35.21,33.39
WPG,2021,WPG,WPG,Team Level,all,79,0.49,0.5,0.49,287826.0,2498.41,257.07,179.53,559.26,82.05,1402.21,1014.88,247.71,258.0,248.61,2548.0,947.0,1057.0,4552.0,239.0,194.0,31.0,573.0,68.0,1093.0,1328.0,2309.0,3256.0,281.0,634.0,2185.0,1881.0,553.0,821.0,2472.0,768.0,255.0,75.17,95.1,86.8,71.0,89.0,79.0,4581.93,3495.0,3512.46,613.0,39.62,43.75,43.8,252.89,253.77,248.3,2578.2,270.05,184.46,585.58,83.91,1421.55,1029.46,258.22,270.83,258.9,2623.0,952.0,1049.0,4624.0,249.0,217.0,44.0,520.0,73.0,1186.0,1330.0,2374.0,3326.0,288.0,659.0,2123.0,1621.0,548.0,845.0,2511.0,783.0,281.0,75.0,96.61,98.43,61.0,96.0,92.0,4622.37,3575.0,3579.26,593.0,40.85,50.56,50.87,260.03,260.55,253.35
WPG,2021,WPG,WPG,Team Level,5on5,79,0.49,0.49,0.49,234252.0,1931.64,172.14,133.14,451.54,63.17,1094.75,803.27,166.44,173.07,167.34,1967.0,751.0,843.0,3561.0,149.0,143.0,20.0,482.0,49.0,836.0,1059.0,1818.0,2569.0,243.0,554.0,1687.0,1728.0,460.0,686.0,1997.0,574.0,147.0,61.54,71.15,39.45,53.0,64.0,32.0,3590.93,2718.0,2735.46,523.0,27.58,30.18,30.22,169.49,170.37,167.6,2011.11,178.49,137.44,478.42,65.21,1106.53,820.92,172.07,179.27,172.75,2028.0,759.0,869.0,3656.0,159.0,161.0,27.0,437.0,53.0,901.0,1076.0,1869.0,2628.0,257.0,591.0,1613.0,1493.0,441.0,695.0,2022.0,603.0,162.0,59.86,74.85,43.79,53.0,71.0,35.0,3654.37,2787.0,2791.26,500.0,28.49,33.2,33.51,173.47,173.98,171.02
WPG,2021,WPG,WPG,Team Level,4on5,79,0.16,0.14,0.15,20756.0,68.95,9.13,3.85,8.96,2.08,19.83,44.15,8.78,9.13,8.78,73.0,15.0,11.0,99.0,8.0,5.0,0.0,2.0,0.0,18.0,55.0,65.0,80.0,7.0,17.0,165.0,80.0,52.0,65.0,49.0,22.0,17.0,1.7,2.91,4.52,2.0,3.0,3.0,99.0,88.0,88.0,64.0,0.89,1.35,1.35,8.66,8.66,8.58,344.49,47.93,32.04,71.06,11.63,213.31,107.04,44.55,47.93,44.55,361.0,122.0,113.0,596.0,49.0,39.0,12.0,55.0,16.0,193.0,131.0,312.0,434.0,16.0,35.0,201.0,30.0,13.0,43.0,332.0,98.0,53.0,9.21,11.82,26.9,5.0,15.0,29.0,596.0,483.0,483.0,1.0,8.32,12.08,12.08,44.16,44.16,41.78
WPG,2021,WPG,WPG,Team Level,5on4,79,0.86,0.86,0.85,22282.0,356.51,42.73,32.93,73.71,12.0,217.64,114.98,40.56,42.73,40.56,356.0,138.0,127.0,621.0,48.0,36.0,8.0,64.0,14.0,183.0,149.0,308.0,446.0,18.0,37.0,217.0,33.0,16.0,40.0,334.0,112.0,48.0,8.4,13.38,20.94,12.0,13.0,23.0,621.0,494.0,494.0,4.0,8.47,9.16,9.16,42.04,42.04,40.36,64.42,6.99,3.74,8.69,2.01,21.48,45.09,6.89,6.99,6.89,77.0,11.0,11.0,99.0,7.0,4.0,2.0,2.0,1.0,17.0,57.0,70.0,81.0,9.0,21.0,180.0,59.0,59.0,77.0,58.0,21.0,9.0,1.85,2.85,2.29,1.0,3.0,3.0,99.0,88.0,88.0,76.0,0.84,0.64,0.64,7.19,7.19,7.14
CGY,2021,CGY,CGY,Team Level,other,80,0.56,0.5,0.5,8896.0,118.04,30.26,8.44,19.01,3.82,63.19,43.27,28.76,30.26,28.76,124.0,44.0,45.0,213.0,39.0,5.0,2.0,23.0,9.0,54.0,38.0,85.0,129.0,8.0,16.0,121.0,32.0,16.0,30.0,80.0,48.0,40.0,2.97,5.8,21.49,4.0,10.0,25.0,213.0,168.0,168.0,18.0,2.34,1.07,1.07,31.54,31.54,30.07,122.98,24.16,8.52,23.2,4.24,65.38,45.49,23.23,24.16,23.23,127.0,44.0,38.0,209.0,24.0,8.0,3.0,30.0,6.0,38.0,65.0,103.0,147.0,6.0,12.0,118.0,21.0,15.0,30.0,94.0,44.0,33.0,3.45,5.44,15.27,5.0,2.0,17.0,209.0,171.0,171.0,13.0,2.44,2.71,2.71,23.88,23.88,23.02
CGY,2021,CGY,CGY,Team Level,all,80,0.56,0.55,0.55,290729.0,2810.44,261.76,193.9,646.81,92.96,1588.47,1150.15,251.34,265.46,254.95,2843.0,1092.0,1181.0,5116.0,288.0,210.0,34.0,692.0,107.0,1151.0,1487.0,2555.0,3647.0,292.0,658.0,2396.0,1799.0,575.0,853.0,2922.0,780.0,233.0,82.67,93.09,86.0,93.0,116.0,79.0,5250.79,3935.0,4016.34,442.0,42.35,43.04,43.15,260.89,264.56,257.66,2289.17,203.6,154.77,532.77,75.58,1268.62,942.65,197.08,202.13,195.62,2307.0,871.0,933.0,4111.0,200.0,154.0,26.0,586.0,87.0,902.0,1249.0,2107.0,2978.0,296.0,649.0,2289.0,1645.0,596.0,764.0,2400.0,585.0,193.0,68.57,71.12,63.91,66.0,69.0,65.0,4035.05,3178.0,3130.18,429.0,33.91,31.83,32.05,205.48,203.79,199.35
CGY,2021,CGY,CGY,Team Level,5on5,80,0.55,0.56,0.55,235719.0,2241.41,177.86,147.03,540.62,74.49,1267.1,933.97,172.14,181.56,175.75,2252.0,890.0,967.0,4109.0,193.0,162.0,18.0,569.0,73.0,886.0,1259.0,2059.0,2949.0,264.0,596.0,1853.0,1680.0,475.0,721.0,2403.0,608.0,131.0,68.72,72.37,36.77,84.0,84.0,25.0,4243.79,3142.0,3223.34,380.0,30.22,30.3,30.45,177.58,181.24,178.54,1816.55,142.94,118.09,437.92,59.68,1004.42,756.94,139.08,141.47,137.62,1811.0,709.0,736.0,3256.0,137.0,122.0,21.0,480.0,68.0,720.0,993.0,1674.0,2383.0,260.0,573.0,1753.0,1546.0,500.0,624.0,1950.0,453.0,117.0,55.66,55.2,32.09,51.0,57.0,29.0,3180.05,2520.0,2472.18,370.0,24.32,24.38,24.95,142.31,140.63,138.69
CGY,2021,CGY,CGY,Team Level,4on5,80,0.17,0.17,0.19,23988.0,71.03,6.36,3.56,9.53,2.12,22.92,51.51,6.15,6.36,6.15,77.0,19.0,14.0,110.0,6.0,5.0,1.0,8.0,3.0,19.0,55.0,71.0,90.0,8.0,21.0,190.0,61.0,64.0,44.0,63.0,27.0,6.0,1.58,3.18,1.6,1.0,4.0,1.0,110.0,96.0,96.0,40.0,0.8,1.2,1.2,5.96,5.96,5.91,286.15,30.78,25.0,62.32,9.6,178.21,94.1,29.13,30.78,29.13,297.0,103.0,143.0,543.0,36.0,23.0,2.0,75.0,11.0,136.0,119.0,261.0,364.0,20.0,41.0,237.0,26.0,20.0,69.0,290.0,75.0,35.0,7.73,8.84,14.2,10.0,9.0,17.0,543.0,400.0,400.0,7.0,6.42,4.35,4.0,33.2,33.2,31.6
CGY,2021,CGY,CGY,Team Level,5on4,80,0.89,0.87,0.86,22126.0,379.96,47.28,34.88,77.65,12.52,235.26,121.4,44.3,47.28,44.3,390.0,139.0,155.0,684.0,50.0,38.0,13.0,92.0,22.0,192.0,135.0,340.0,479.0,12.0,25.0,232.0,26.0,20.0,58.0,376.0,97.0,56.0,9.39,11.75,26.14,4.0,18.0,28.0,684.0,529.0,529.0,4.0,8.98,10.48,10.44,45.82,45.82,43.15,63.5,5.72,3.16,9.33,2.06,20.61,46.11,5.65,5.72,5.65,72.0,15.0,16.0,103.0,3.0,1.0,0.0,1.0,2.0,8.0,72.0,69.0,84.0,10.0,23.0,181.0,52.0,61.0,41.0,66.0,13.0,8.0,1.73,1.64,2.35,0.0,1.0,2.0,103.0,87.0,87.0,39.0,0.73,0.38,0.38,6.06,6.06,6.03
MIN,2021,MIN,MIN,Team Level,other,80,0.52,0.55,0.54,14111.0,194.0,41.19,13.91,34.99,6.39,108.86,66.72,39.23,41.19,39.23,212.0,61.0,86.0,359.0,49.0,12.0,4.0,40.0,8.0,82.0,82.0,163.0,224.0,8.0,16.0,157.0,55.0,27.0,20.0,157.0,60.0,56.0,6.28,7.43,27.47,14.0,9.0,26.0,359.0,273.0,273.0,7.0,4.21,4.76,4.76,40.57,40.57,39.12,161.65,38.08,11.07,29.02,5.57,85.49,58.82,35.98,38.08,35.98,157.0,72.0,68.0,297.0,34.0,9.0,2.0,27.0,6.0,80.0,73.0,123.0,195.0,8.0,16.0,184.0,39.0,31.0,34.0,127.0,48.0,54.0,5.12,6.19,26.76,8.0,4.0,22.0,297.0,229.0,229.0,18.0,3.1,2.59,2.59,38.53,38.53,36.69
MIN,2021,MIN,MIN,Team Level,all,80,0.51,0.51,0.51,292554.0,2532.05,249.41,178.03,566.16,81.81,1419.57,1020.11,240.04,251.63,242.19,2622.0,894.0,1123.0,4639.0,298.0,188.0,41.0,596.0,82.0,1146.0,1206.0,2324.0,3218.0,326.0,767.0,2238.0,1793.0,477.0,562.0,2599.0,682.0,235.0,78.88,83.03,87.5,109.0,99.0,90.0,4702.86,3516.0,3550.33,269.0,39.82,42.81,42.89,246.28,248.37,242.23,2459.31,240.48,169.99,560.86,79.5,1382.69,998.56,228.1,239.62,227.27,2516.0,917.0,1086.0,4519.0,246.0,168.0,37.0,587.0,93.0,1029.0,1310.0,2270.0,3187.0,331.0,764.0,2478.0,1798.0,491.0,574.0,2565.0,628.0,240.0,72.29,76.4,91.79,69.0,78.0,99.0,4482.58,3433.0,3417.23,329.0,37.74,40.39,40.39,237.76,236.6,229.5
MIN,2021,MIN,MIN,Team Level,5on5,80,0.53,0.51,0.51,231056.0,1947.28,159.26,131.58,452.73,62.61,1082.72,808.1,154.67,161.48,156.83,2002.0,695.0,870.0,3567.0,203.0,144.0,29.0,471.0,58.0,877.0,944.0,1799.0,2494.0,291.0,692.0,1657.0,1642.0,393.0,459.0,2043.0,528.0,126.0,61.39,63.7,34.16,88.0,76.0,39.0,3630.86,2697.0,2731.33,233.0,27.18,29.65,29.73,156.71,158.8,156.21,1835.41,139.19,120.84,440.97,58.98,1034.73,762.3,135.02,138.33,134.19,1865.0,692.0,837.0,3394.0,147.0,111.0,19.0,471.0,68.0,734.0,1026.0,1718.0,2410.0,293.0,685.0,1834.0,1643.0,395.0,465.0,2000.0,453.0,104.0,54.7,55.55,28.94,53.0,62.0,32.0,3357.58,2557.0,2541.23,280.0,24.85,23.17,23.27,140.76,139.59,137.37
MIN,2021,MIN,MIN,Team Level,4on5,80,0.07,0.1,0.12,24042.0,52.1,4.03,2.66,7.27,1.62,17.63,38.79,3.98,4.03,3.98,55.0,17.0,10.0,82.0,2.0,0.0,0.0,6.0,1.0,18.0,45.0,53.0,70.0,7.0,14.0,196.0,62.0,39.0,25.0,55.0,16.0,1.0,1.59,2.03,0.41,0.0,2.0,0.0,82.0,72.0,72.0,21.0,0.62,0.0,0.0,4.64,4.64,4.58,390.9,56.62,34.5,81.09,12.88,239.59,126.31,50.59,56.62,50.59,411.0,140.0,165.0,716.0,60.0,48.0,16.0,80.0,16.0,195.0,152.0,351.0,491.0,14.0,28.0,238.0,27.0,14.0,47.0,371.0,108.0,72.0,10.69,12.56,33.35,6.0,11.0,43.0,716.0,551.0,551.0,4.0,8.97,14.63,14.53,51.04,51.04,48.13
MIN,2021,MIN,MIN,Team Level,5on4,80,0.87,0.85,0.83,23345.0,338.67,44.94,29.87,71.17,11.17,210.36,106.49,42.15,44.94,42.15,353.0,121.0,157.0,631.0,44.0,32.0,8.0,79.0,15.0,169.0,135.0,309.0,430.0,20.0,45.0,228.0,34.0,18.0,58.0,344.0,78.0,52.0,9.62,9.87,25.46,7.0,12.0,25.0,631.0,474.0,474.0,8.0,7.82,8.4,8.4,44.36,44.36,42.33,71.35,6.6,3.58,9.77,2.05,22.87,51.13,6.51,6.6,6.51,83.0,13.0,16.0,112.0,5.0,0.0,0.0,9.0,3.0,20.0,59.0,78.0,91.0,16.0,35.0,222.0,89.0,51.0,28.0,67.0,19.0,10.0,1.78,2.09,2.73,2.0,1.0,2.0,112.0,96.0,96.0,27.0,0.83,0.0,0.0,7.43,7.43,7.32
WSH,2021,WSH,WSH,Team Level,other,80,0.55,0.51,0.53,10137.0,160.25,36.49,11.79,28.17,5.28,85.63,52.64,34.36,36.49,34.36,163.0,57.0,59.0,279.0,38.0,11.0,1.0,18.0,6.0,81.0,66.0,125.0,182.0,8.0,16.0,133.0,48.0,19.0,22.0,121.0,50.0,49.0,4.63,6.6,25.27,5.0,8.0,25.0,279.0,220.0,220.0,15.0,3.37,3.41,3.41,36.46,36.46,34.88,144.67,29.68,11.01,26.45,4.75,78.59,47.53,28.3,29.68,28.3,138.0,60.0,75.0,273.0,38.0,15.0,8.0,21.0,8.0,69.0,47.0,100.0,160.0,7.0,14.0,142.0,28.0,20.0,30.0,107.0,54.0,37.0,4.12,6.95,18.61,7.0,9.0,22.0,273.0,198.0,198.0,15.0,3.21,4.16,4.16,28.73,28.73,27.86
WSH,2021,WSH,WSH,Team Level,all,80,0.52,0.51,0.52,292308.0,2508.11,238.03,173.52,576.72,81.05,1407.36,1017.32,229.26,239.52,230.76,2515.0,979.0,1055.0,4549.0,267.0,185.0,27.0,560.0,74.0,1082.0,1326.0,2248.0,3227.0,259.0,557.0,2181.0,2031.0,533.0,596.0,2623.0,646.0,225.0,77.05,78.74,82.23,104.0,83.0,80.0,4590.28,3494.0,3519.1,340.0,38.15,37.74,37.74,238.44,240.11,234.76,2345.74,221.91,166.28,544.3,77.09,1313.03,952.41,212.74,221.65,212.52,2321.0,954.0,1132.0,4407.0,234.0,200.0,47.0,491.0,62.0,1058.0,1230.0,2087.0,3041.0,292.0,619.0,2423.0,1876.0,637.0,642.0,2404.0,651.0,220.0,67.37,79.72,74.82,78.0,74.0,82.0,4403.86,3275.0,3276.99,406.0,36.73,43.53,43.89,214.74,214.43,208.71
WSH,2021,WSH,WSH,Team Level,5on5,80,0.5,0.5,0.51,238537.0,1961.44,155.23,130.03,471.08,63.52,1098.36,819.8,151.03,156.73,152.54,1945.0,793.0,844.0,3582.0,177.0,140.0,18.0,472.0,52.0,837.0,1060.0,1768.0,2561.0,226.0,489.0,1708.0,1862.0,429.0,499.0,2113.0,505.0,120.0,61.7,61.13,32.4,84.0,67.0,26.0,3623.28,2738.0,2763.1,295.0,26.86,24.95,24.95,157.14,158.81,156.55,1858.09,153.11,126.15,447.67,61.05,1042.73,766.29,148.5,152.85,148.28,1832.0,765.0,924.0,3521.0,152.0,155.0,33.0,413.0,47.0,828.0,1002.0,1680.0,2445.0,265.0,565.0,1847.0,1752.0,523.0,526.0,1960.0,497.0,140.0,54.86,60.34,37.92,64.0,49.0,39.0,3517.86,2597.0,2598.99,349.0,26.05,31.68,32.07,147.09,146.78,144.57
WSH,2021,WSH,WSH,Team Level,4on5,80,0.14,0.15,0.16,20814.0,52.3,5.66,3.0,7.19,1.6,17.11,36.43,5.64,5.66,5.64,56.0,15.0,15.0,86.0,7.0,1.0,0.0,4.0,1.0,8.0,50.0,49.0,64.0,10.0,22.0,155.0,74.0,50.0,30.0,48.0,15.0,8.0,1.47,1.96,2.23,3.0,1.0,3.0,86.0,71.0,71.0,26.0,0.68,0.2,0.2,6.14,6.14,6.13,272.58,33.6,25.67,59.71,9.16,167.68,86.17,30.48,33.6,30.48,273.0,109.0,121.0,503.0,36.0,27.0,5.0,49.0,5.0,147.0,118.0,237.0,346.0,12.0,24.0,199.0,33.0,23.0,52.0,258.0,89.0,35.0,6.46,11.08,16.07,6.0,14.0,16.0,503.0,382.0,382.0,9.0,6.66,7.04,7.04,33.22,33.22,30.62
WSH,2021,WSH,WSH,Team Level,5on4,80,0.88,0.85,0.83,22820.0,334.12,40.64,28.71,70.29,10.66,206.28,108.44,38.23,40.64,38.23,351.0,114.0,137.0,602.0,45.0,33.0,8.0,66.0,15.0,156.0,150.0,306.0,420.0,15.0,30.0,185.0,47.0,35.0,45.0,341.0,76.0,48.0,9.26,9.06,22.32,12.0,7.0,26.0,602.0,465.0,465.0,4.0,7.24,9.18,9.18,38.69,38.69,37.21,70.39,5.51,3.44,10.47,2.12,24.03,52.42,5.47,5.51,5.47,78.0,20.0,12.0,110.0,8.0,3.0,1.0,8.0,2.0,14.0,63.0,70.0,90.0,8.0,16.0,235.0,63.0,71.0,34.0,79.0,11.0,8.0,1.93,1.36,2.23,1.0,2.0,5.0,110.0,98.0,98.0,33.0,0.8,0.66,0.62,5.7,5.7,5.67
NJD,2021,NJD,NJD,Team Level,other,80,0.48,0.53,0.55,10270.0,136.79,26.59,9.11,25.31,4.55,74.33,49.12,24.25,26.59,24.25,130.0,59.0,55.0,244.0,23.0,6.0,2.0,29.0,5.0,54.0,72.0,107.0,166.0,3.0,6.0,100.0,27.0,25.0,24.0,105.0,51.0,33.0,4.35,6.18,16.06,6.0,3.0,14.0,244.0,189.0,189.0,10.0,2.61,2.08,2.08,27.12,27.12,24.79,113.28,28.41,7.47,19.27,3.72,54.71,42.42,27.28,28.41,27.28,112.0,44.0,57.0,213.0,34.0,6.0,4.0,15.0,12.0,40.0,49.0,78.0,122.0,5.0,12.0,134.0,32.0,24.0,20.0,76.0,42.0,38.0,2.87,5.46,20.08,9.0,6.0,19.0,213.0,156.0,156.0,4.0,2.14,2.58,2.58,27.97,27.97,27.07
